blockHash,blockNumber,confirmations,cumulativeGasUsed,from,gas,gasPrice,gasUsed,timeStamp,epoch,budget_Ether,budget_USD,Ether_to_USD,txn_Fee_Ether,txn_Fee_USD
0xfff1aa1f18bbdfe5b67cc398ee8cf97c11991b4798744e9826637819c57ad285,3922950,4973834,782662,0x3f7e7074e13bf8a2a561d84cf996af171ddc1aaf,95000,1001000000000,68494,2017-06-24 13:00:13,1498309213,2.4,766.584,319.40999999999997,0.068562494,21.89954620854
0xfff1aa1f18bbdfe5b67cc398ee8cf97c11991b4798744e9826637819c57ad285,3922950,4973834,850179,0x001d8d7dd820e22ce63e6d86d4a48346ba13c154,200000,1000000000000,67517,2017-06-24 13:00:13,1498309213,26.0,8304.66,319.40999999999997,0.067517,21.565604969999995
0xfff1aa1f18bbdfe5b67cc398ee8cf97c11991b4798744e9826637819c57ad285,3922950,4973834,917696,0xc822cb9f55eb979ff9861b9855eb7a2804930798,200000,999000000000,67517,2017-06-24 13:00:13,1498309213,150.0,47911.49999999999,319.40999999999997,0.067449483,21.54403936503
0xfff1aa1f18bbdfe5b67cc398ee8cf97c11991b4798744e9826637819c57ad285,3922950,4973834,985213,0x00f26ece6c8716bdded31924b446c92ff388aee2,150000,881311252711,67517,2017-06-24 13:00:13,1498309213,25.5,8144.954999999999,319.40999999999997,0.05950349184928859,19.006010331581265
0xfff1aa1f18bbdfe5b67cc398ee8cf97c11991b4798744e9826637819c57ad285,3922950,4973834,1052730,0x9b85a310a462fcf691019cfd933137a527ad78aa,200000,750000000000,67517,2017-06-24 13:00:13,1498309213,12.0,3832.9199999999996,319.40999999999997,0.05063775,16.1742037275
0xfff1aa1f18bbdfe5b67cc398ee8cf97c11991b4798744e9826637819c57ad285,3922950,4973834,1120247,0x86d544db2640cc41f9150baae390807c3f92d973,400000,703000000000,67517,2017-06-24 13:00:13,1498309213,37.0,11818.169999999998,319.40999999999997,0.047464451,15.160620293909998
0xfff1aa1f18bbdfe5b67cc398ee8cf97c11991b4798744e9826637819c57ad285,3922950,4973834,1187764,0x7c6c2dd45779f4219b5b3a24223277e60a227f6e,130000,701000000000,67517,2017-06-24 13:00:13,1498309213,10.0,3194.0999999999995,319.40999999999997,0.047329417,15.117489083969998
0xfff1aa1f18bbdfe5b67cc398ee8cf97c11991b4798744e9826637819c57ad285,3922950,4973834,1255281,0xe58aa4d941c5f34c1c93e41ef683b2a96aea14a8,200000,513112527110,67517,2017-06-24 13:00:13,1498309213,40.0,12776.399999999998,319.40999999999997,0.03464381849288587,11.065582064812675
0xfff1aa1f18bbdfe5b67cc398ee8cf97c11991b4798744e9826637819c57ad285,3922950,4973834,1322798,0x79d96378f78f173e6a638586f273d7268efa8c5b,130000,501311252711,67517,2017-06-24 13:00:13,1498309213,54.0,17248.14,319.40999999999997,0.033847031849288584,10.811080442981265
0xfff1aa1f18bbdfe5b67cc398ee8cf97c11991b4798744e9826637819c57ad285,3922950,4973834,1390315,0x9e607d983da1b0e5161118c2fc86ff668bb2772e,130000,500000000000,67517,2017-06-24 13:00:13,1498309213,11.3,3609.333,319.40999999999997,0.0337585,10.782802484999998
0xfff1aa1f18bbdfe5b67cc398ee8cf97c11991b4798744e9826637819c57ad285,3922950,4973834,1457832,0xf9ad006e720cded8275ef58f9a5a4c6c7e9df5ec,200000,500000000000,67517,2017-06-24 13:00:13,1498309213,3.0,958.2299999999999,319.40999999999997,0.0337585,10.782802484999998
0xfff1aa1f18bbdfe5b67cc398ee8cf97c11991b4798744e9826637819c57ad285,3922950,4973834,1525349,0x007d6286d0cdd80930e8915ac7fe016d6a3a755e,130000,400000000000,67517,2017-06-24 13:00:13,1498309213,18.0,5749.379999999999,319.40999999999997,0.0270068,8.626241988
0xfff1aa1f18bbdfe5b67cc398ee8cf97c11991b4798744e9826637819c57ad285,3922950,4973834,1592866,0x34f789df8a52b18c2931ef58519e92e7ebad3ab9,121000,386000000000,67517,2017-06-24 13:00:13,1498309213,6.0,1916.4599999999998,319.40999999999997,0.026061562,8.32432351842
0xfff1aa1f18bbdfe5b67cc398ee8cf97c11991b4798744e9826637819c57ad285,3922950,4973834,1660383,0x00be60dbb4a91e2d2ca4fdf9e3d6d9ccb5bedc7c,800000,301311252696,67517,2017-06-24 13:00:13,1498309213,100.0,31940.999999999996,319.40999999999997,0.020343631848275832,6.497959448657783
0xfff1aa1f18bbdfe5b67cc398ee8cf97c11991b4798744e9826637819c57ad285,3922950,4973834,1727900,0x00fa0d728f407632c4f764274eed2a730d639459,130000,300000000000,67517,2017-06-24 13:00:13,1498309213,23.0,7346.429999999999,319.40999999999997,0.0202551,6.469681491
0xfff1aa1f18bbdfe5b67cc398ee8cf97c11991b4798744e9826637819c57ad285,3922950,4973834,1795417,0x317bf7287b2135f1d78ec9b1a3a949e686990430,130000,268435456001,67517,2017-06-24 13:00:13,1498309213,2.0,638.8199999999999,319.40999999999997,0.018123956682819516,5.788973004059381
0xfff1aa1f18bbdfe5b67cc398ee8cf97c11991b4798744e9826637819c57ad285,3922950,4973834,1862934,0x92b8d8da55d635b693e4a02b3f0d9b4353c7631e,300000,250000000000,67517,2017-06-24 13:00:13,1498309213,1250.0,399262.49999999994,319.40999999999997,0.01687925,5.391401242499999
